time_of_day,subject_type,session_duration_inmin,breaks_taken_count,day_of_week,Normalized_focus_Score
Morning,Aptitude,92.5,4,Friday,53.88
Afternoon,DBMS,29.3,3,Friday,52.49
Afternoon,Python,50.9,7,Friday,53.53
Night,Machine Learning,13.1,6,Friday,41.72
Morning,Ai,25.1,4,Thursday,48.79
Evening,Machine Learning,29.1,9,Monday,52.64
Afternoon,Machine Learning,16.0,1,Saturday,48.8
Night,Ai,82.2,1,Tuesday,51.05
Evening,Machine Learning,102.1,9,Monday,58.09
Morning,Java,51.1,7,Thursday,54.05
Night,DSA,106.2,2,Sunday,37.11
Afternoon,DBMS,33.5,10,Sunday,46.17
Evening,Aptitude,45.8,5,Friday,54.62
Afternoon,Machine Learning,26.6,4,Sunday,45.15
Morning,Machine Learning,78.3,1,Thursday,63.6
Evening,Operating Systems,56.2,9,Saturday,52.98
Morning,DBMS,77.5,6,Saturday,63.07
Morning,Python,93.8,6,Thursday,58.13
Night,DBMS,70.0,4,Sunday,40.05
Afternoon,DBMS,79.0,2,Monday,47.88
Evening,Ai,112.9,8,Tuesday,54.72
Morning,Ai,42.9,8,Wednesday,53.22
Morning,Ai,49.5,3,Wednesday,69.61
Evening,Aptitude,88.9,7,Saturday,52.48
Morning,Java,77.2,7,Tuesday,54.28
Night,DBMS,29.6,5,Friday,39.56
Night,Aptitude,51.4,5,Thursday,45.4
Night,Machine Learning,61.5,8,Sunday,42.96
Night,Ai,56.1,4,Friday,49.7
Morning,Machine Learning,29.6,1,Saturday,55.24
Evening,Ai,111.7,1,Thursday,58.05
Evening,DSA,93.9,9,Wednesday,55.7
Evening,Aptitude,62.9,4,Saturday,51.47
Evening,Aptitude,84.8,1,Saturday,50.3
Afternoon,Java,108.7,2,Tuesday,50.14
Evening,Python,25.0,10,Monday,56.42
Afternoon,Operating Systems,37.5,7,Saturday,46.97
Afternoon,DBMS,69.7,2,Monday,52.25
Night,Python,97.9,1,Tuesday,55.1
Afternoon,Aptitude,14.0,10,Saturday,41.98
Morning,Python,118.2,9,Sunday,59.47
Afternoon,DSA,60.0,5,Saturday,47.76
Night,Operating Systems,49.5,4,Wednesday,43.14
Afternoon,Java,42.2,4,Thursday,55.4
Morning,Aptitude,29.2,1,Sunday,54.57
Morning,Aptitude,97.1,3,Monday,63.37
Morning,DBMS,115.1,1,Wednesday,66.3
Night,Java,55.5,5,Sunday,43.99
Night,Java,114.8,5,Saturday,41.12
Evening,Ai,100.6,9,Tuesday,57.4
Night,Operating Systems,62.9,8,Friday,43.01
Morning,DSA,84.1,5,Wednesday,55.46
Morning,Machine Learning,57.8,5,Wednesday,59.83
Night,Python,71.5,7,Friday,50.75
Afternoon,Java,16.4,2,Saturday,47.48
Night,DBMS,86.6,7,Wednesday,47.79
Night,Aptitude,15.8,1,Monday,56.53
Morning,Machine Learning,99.9,5,Saturday,61.1
Evening,DSA,100.7,6,Monday,51.18
Morning,Operating Systems,36.1,10,Monday,60.93
Evening,Java,45.6,1,Wednesday,56.51
Morning,Python,62.9,9,Saturday,54.8
Night,Java,75.6,9,Wednesday,48.08
Morning,DBMS,41.6,1,Wednesday,56.22
Morning,Java,75.2,4,Saturday,60.36
Morning,Java,42.8,8,Saturday,66.67
Night,Java,16.1,2,Saturday,41.37
Night,Aptitude,10.3,8,Sunday,44.19
Night,Aptitude,21.1,10,Saturday,43.46
Night,Machine Learning,97.1,9,Tuesday,38.33
Evening,Machine Learning,115.8,9,Saturday,46.32
Evening,Python,57.0,1,Friday,58.8
Afternoon,Operating Systems,66.4,9,Saturday,47.66
Night,DSA,26.2,4,Wednesday,43.33
Evening,Ai,70.6,8,Friday,59.66
Morning,Operating Systems,25.9,9,Sunday,59.33
Night,Operating Systems,77.2,3,Thursday,56.02
Afternoon,Operating Systems,112.7,6,Monday,45.36
Afternoon,Ai,31.5,3,Tuesday,48.0
Afternoon,Python,94.1,1,Friday,59.27
Morning,Ai,12.6,10,Sunday,65.44
Evening,Python,51.3,6,Monday,52.7
Morning,Ai,22.2,5,Tuesday,58.05
Night,DSA,48.8,3,Saturday,40.11
Afternoon,Java,29.1,4,Sunday,54.04
Morning,Operating Systems,51.1,2,Monday,59.32
Morning,Java,55.9,10,Sunday,56.15
Evening,Python,43.1,10,Wednesday,55.68
Evening,Ai,82.2,4,Wednesday,55.54
Afternoon,DSA,111.1,4,Saturday,47.72
Morning,Ai,54.1,3,Monday,69.39
Morning,Java,31.2,6,Saturday,64.32
Evening,Aptitude,39.8,1,Saturday,46.59
Morning,DSA,103.9,9,Tuesday,58.06
Morning,Operating Systems,72.9,10,Monday,60.1
Morning,DBMS,60.1,3,Thursday,57.78
Evening,Operating Systems,26.5,3,Saturday,57.01
Afternoon,DBMS,59.5,3,Tuesday,56.74
Night,DSA,40.6,7,Tuesday,41.6
Afternoon,Aptitude,113.7,8,Monday,50.06
Night,Java,107.2,2,Friday,49.49
Morning,Aptitude,19.2,1,Sunday,62.34
Afternoon,Python,66.8,5,Saturday,46.48
Night,Aptitude,34.8,8,Saturday,44.39
Evening,Machine Learning,55.2,3,Monday,49.53
Evening,DSA,106.5,6,Friday,59.28
Afternoon,Java,68.0,3,Tuesday,46.36
Afternoon,Java,46.8,6,Sunday,47.56
Morning,Python,32.9,4,Wednesday,59.62
Afternoon,Java,98.0,7,Saturday,42.09
Morning,Aptitude,78.7,10,Wednesday,57.15
Morning,DSA,61.5,1,Sunday,54.27
Evening,Operating Systems,33.9,1,Saturday,58.24
Evening,Aptitude,46.8,5,Sunday,49.64
Night,Ai,115.6,9,Monday,45.36
Evening,DBMS,67.2,5,Saturday,48.64
Evening,DSA,54.1,4,Friday,58.6
Afternoon,Java,67.4,8,Saturday,52.28
Evening,Python,95.7,5,Monday,60.92
Night,Operating Systems,47.4,1,Sunday,40.23
Afternoon,Machine Learning,29.7,7,Thursday,44.68
Night,Operating Systems,74.3,4,Monday,40.39
Evening,Aptitude,83.2,10,Monday,58.84
Night,DBMS,88.4,5,Monday,42.7
Afternoon,Operating Systems,107.0,6,Monday,54.26
Morning,Machine Learning,50.8,7,Friday,53.73
Night,Ai,18.3,2,Saturday,40.96
Night,Python,115.4,1,Friday,44.72
Afternoon,DSA,57.9,3,Friday,45.43
Afternoon,DBMS,78.6,10,Thursday,41.27
Night,Machine Learning,83.3,1,Thursday,36.38
Evening,Java,70.1,4,Saturday,57.64
Night,Aptitude,32.6,6,Saturday,37.82
Afternoon,Aptitude,93.1,5,Sunday,50.35
Morning,Aptitude,98.4,4,Monday,60.08
Morning,Java,70.8,7,Friday,58.28
Evening,Java,63.7,6,Thursday,52.88
Night,DBMS,22.5,3,Wednesday,44.59
Morning,Operating Systems,19.2,9,Monday,63.33
Night,DBMS,47.4,5,Sunday,35.86
Afternoon,Aptitude,44.2,10,Tuesday,49.67
Morning,Ai,114.9,1,Friday,61.92
Evening,Machine Learning,96.2,6,Monday,56.72
Afternoon,DSA,82.6,5,Saturday,51.05
Evening,DSA,66.9,10,Monday,53.08
Afternoon,DBMS,28.4,8,Tuesday,42.99
Morning,Aptitude,117.6,4,Saturday,59.03
Evening,Java,51.3,1,Wednesday,54.4
Evening,Python,21.8,2,Thursday,63.02
Afternoon,Ai,64.3,8,Thursday,51.0
Evening,DBMS,106.1,10,Tuesday,61.07
Afternoon,Aptitude,107.6,8,Sunday,44.37
Afternoon,Operating Systems,11.2,5,Tuesday,56.07
Afternoon,DSA,107.5,6,Sunday,46.78
Afternoon,DSA,39.9,2,Sunday,48.09
Morning,Ai,14.3,9,Thursday,51.42
Afternoon,DSA,103.3,6,Wednesday,54.55
Night,Python,105.0,9,Wednesday,46.08
Evening,Aptitude,75.6,10,Monday,57.48
Night,Aptitude,73.2,3,Tuesday,43.36
Morning,Ai,99.4,6,Tuesday,65.76
Night,Aptitude,96.5,10,Tuesday,46.13
Evening,Java,107.9,5,Saturday,52.74
Night,Ai,70.8,9,Thursday,54.47
Morning,Aptitude,116.4,10,Thursday,47.54
Afternoon,Python,119.6,1,Thursday,49.95
Night,Machine Learning,22.8,9,Wednesday,42.22
Morning,DBMS,103.4,5,Thursday,55.86
Morning,DBMS,65.0,1,Monday,61.66
Evening,Aptitude,52.6,10,Saturday,45.31
Evening,Operating Systems,77.4,8,Thursday,48.51
Night,DSA,16.2,7,Saturday,43.18
Afternoon,Python,65.7,6,Saturday,44.43
Morning,Operating Systems,105.8,2,Wednesday,62.56
Night,Java,33.5,5,Tuesday,42.01
Morning,Operating Systems,56.9,3,Saturday,52.81
Morning,Aptitude,113.3,2,Monday,55.06
Afternoon,Python,57.1,10,Wednesday,47.24
Afternoon,DBMS,49.4,1,Friday,47.86
Night,DSA,58.5,9,Saturday,37.01
Afternoon,DBMS,67.1,2,Sunday,46.38
Afternoon,Operating Systems,79.5,1,Saturday,37.7
Night,Java,98.1,7,Tuesday,40.76
Afternoon,DSA,59.7,9,Thursday,55.25
Evening,Machine Learning,99.9,6,Wednesday,46.71
Morning,Operating Systems,68.7,8,Friday,56.68
Morning,DBMS,47.2,7,Wednesday,66.2
Morning,DBMS,82.4,9,Thursday,59.8
Morning,Aptitude,88.9,7,Wednesday,51.39
Night,DBMS,71.4,6,Friday,47.98
Morning,Python,16.2,1,Wednesday,67.93
Morning,Operating Systems,28.7,9,Monday,59.88
Morning,Ai,41.4,10,Monday,57.21
Morning,Ai,41.1,5,Thursday,51.29
Evening,Java,84.1,2,Sunday,49.57
Morning,DSA,12.0,8,Sunday,49.77
Evening,DBMS,93.1,4,Friday,54.96
Night,Aptitude,39.2,3,Friday,49.14
Afternoon,Aptitude,44.1,1,Friday,45.06
Morning,DBMS,68.1,5,Friday,63.42
Afternoon,Python,33.8,3,Friday,43.23
Afternoon,Aptitude,107.3,4,Sunday,45.76
Night,Ai,19.4,9,Tuesday,34.96
Afternoon,DSA,58.9,7,Wednesday,49.91
Evening,Operating Systems,103.4,5,Saturday,57.64
Afternoon,Machine Learning,77.7,8,Friday,45.83
Afternoon,Python,42.2,6,Sunday,49.81
Afternoon,Java,56.3,10,Saturday,44.48
Morning,Java,87.7,2,Monday,61.77
Morning,Aptitude,117.1,7,Sunday,61.05
Evening,Operating Systems,108.2,1,Saturday,51.93
Evening,Machine Learning,47.7,3,Sunday,47.34
Morning,Java,119.8,1,Saturday,58.43
Evening,DBMS,10.4,1,Sunday,61.08
Morning,DBMS,13.0,5,Wednesday,61.57
Night,DSA,100.6,6,Saturday,34.63
Afternoon,Machine Learning,31.9,3,Thursday,57.46
Afternoon,DBMS,16.7,3,Sunday,42.93
Evening,Java,36.1,3,Thursday,51.08
Morning,DBMS,56.9,1,Sunday,62.04
Morning,Ai,90.4,5,Friday,57.9
Evening,Aptitude,78.7,1,Tuesday,57.49
Morning,Java,36.1,10,Sunday,59.13
Night,Java,65.4,10,Tuesday,47.2
Afternoon,Java,111.9,3,Wednesday,57.22
Evening,DSA,99.7,6,Tuesday,52.66
Evening,Operating Systems,45.6,6,Saturday,52.17
Morning,Java,118.0,3,Thursday,55.42
Evening,DBMS,87.9,9,Friday,58.73
Night,Ai,16.9,8,Monday,46.03
Morning,Java,13.9,3,Saturday,63.29
Morning,Python,28.5,5,Thursday,63.84
Morning,Python,90.1,5,Thursday,70.66
Morning,Operating Systems,30.2,5,Wednesday,59.36
Night,Machine Learning,66.3,3,Saturday,41.18
Morning,DSA,20.3,5,Sunday,56.35
Evening,Ai,111.3,5,Tuesday,51.53
Night,Aptitude,47.8,4,Monday,35.22
Afternoon,Ai,109.9,4,Monday,51.12
Afternoon,Python,113.9,2,Sunday,41.0
Evening,Python,10.7,9,Tuesday,59.32
Evening,Operating Systems,61.1,7,Sunday,57.78
Night,Machine Learning,12.7,1,Friday,42.7
Afternoon,Machine Learning,110.0,5,Tuesday,49.91
Afternoon,Operating Systems,67.0,2,Friday,52.08
Afternoon,Java,18.2,10,Monday,54.75
Afternoon,Ai,22.1,6,Saturday,46.51
Afternoon,Python,52.2,7,Wednesday,45.96
Morning,Ai,113.4,2,Thursday,51.25
Evening,Ai,86.2,6,Saturday,50.27
Morning,DSA,105.4,3,Monday,50.85
Afternoon,Python,50.3,9,Monday,52.19
Night,Machine Learning,14.8,4,Monday,44.26
Night,Aptitude,117.2,3,Thursday,42.36
Afternoon,Ai,11.9,3,Friday,53.69
Afternoon,Python,114.2,2,Wednesday,52.8
Night,Ai,50.6,9,Saturday,38.69
Morning,DSA,11.1,8,Saturday,53.72
Morning,Java,85.8,5,Wednesday,66.75
Afternoon,DBMS,117.9,9,Wednesday,41.5
Morning,Python,116.2,2,Friday,60.8
Night,Operating Systems,27.7,6,Saturday,42.99
Morning,DBMS,29.9,7,Tuesday,56.96
Afternoon,Ai,72.2,6,Tuesday,46.39
Night,Operating Systems,80.1,3,Wednesday,50.52
Morning,Operating Systems,91.3,10,Monday,70.21
Evening,Operating Systems,29.9,10,Monday,53.33
Night,Python,115.5,10,Thursday,47.13
Night,Machine Learning,80.3,9,Tuesday,45.9
Evening,Ai,103.2,8,Monday,49.91
Evening,DBMS,69.4,8,Sunday,52.35
Night,DSA,55.6,8,Wednesday,51.67
Evening,Machine Learning,117.5,9,Thursday,64.92
Afternoon,Ai,74.0,1,Tuesday,43.76
Afternoon,Java,105.4,8,Thursday,45.53
Afternoon,Java,114.9,2,Monday,47.84
Night,Python,84.3,4,Wednesday,45.15
Evening,Operating Systems,70.4,1,Sunday,57.42
Evening,DSA,10.4,6,Wednesday,54.17
Morning,Ai,14.4,10,Wednesday,65.01
Morning,DBMS,32.1,1,Monday,61.21
Evening,Ai,30.5,5,Sunday,51.43
Evening,Machine Learning,38.0,9,Sunday,52.23
Evening,Java,43.5,1,Friday,43.61
Night,Aptitude,49.6,9,Saturday,40.36
Evening,Machine Learning,56.3,4,Saturday,48.55
Morning,Ai,20.9,3,Wednesday,53.04
Night,DSA,14.7,8,Saturday,47.72
Evening,Ai,84.1,6,Friday,53.77
Morning,Ai,69.1,7,Wednesday,61.84
Night,Python,58.9,9,Friday,51.32
Evening,DBMS,79.8,5,Tuesday,50.84
Evening,DSA,101.0,2,Saturday,52.42
Evening,Ai,57.0,3,Sunday,43.82
Night,Operating Systems,80.5,3,Tuesday,47.73
Morning,DBMS,114.9,4,Wednesday,57.24
Morning,Machine Learning,102.4,10,Sunday,53.6
Afternoon,DSA,56.9,7,Thursday,54.61
Evening,Machine Learning,80.9,10,Thursday,62.09
Afternoon,Java,29.5,6,Monday,46.4
Afternoon,Ai,71.7,3,Tuesday,45.75
Morning,Machine Learning,117.9,7,Tuesday,61.45
Night,Machine Learning,67.0,4,Thursday,46.21
Night,Python,112.0,10,Wednesday,41.05
Morning,Machine Learning,54.8,8,Sunday,54.88
Night,Operating Systems,119.9,7,Sunday,41.89
Afternoon,Operating Systems,73.7,7,Sunday,46.79
Evening,DBMS,14.6,9,Monday,58.31
Morning,Ai,74.5,8,Tuesday,67.58
Evening,Aptitude,40.2,1,Monday,53.84
Night,Java,13.6,7,Tuesday,53.99
Evening,Machine Learning,100.3,3,Friday,52.38
Night,Machine Learning,40.3,4,Sunday,48.17
Night,DSA,97.6,6,Friday,46.12
Afternoon,Python,41.7,5,Monday,57.43
Night,Aptitude,31.4,8,Sunday,46.73
Afternoon,DBMS,117.1,2,Sunday,42.94
Afternoon,Java,49.8,5,Thursday,51.83
Afternoon,Aptitude,76.2,5,Thursday,45.42
Morning,Machine Learning,77.1,3,Tuesday,57.49
Morning,DSA,71.7,10,Saturday,50.28
Night,Ai,110.6,5,Friday,43.99
Afternoon,Python,84.2,4,Friday,52.3
Morning,Ai,54.4,5,Monday,55.73
Afternoon,DBMS,104.9,10,Sunday,47.0
Evening,Aptitude,29.9,9,Saturday,56.02
Evening,DBMS,69.9,7,Monday,50.1
Evening,Machine Learning,114.6,1,Thursday,57.45
Night,DBMS,78.8,3,Thursday,49.62
Afternoon,Ai,99.9,9,Saturday,42.24
Evening,DSA,81.9,4,Saturday,37.93
Morning,DBMS,102.3,4,Thursday,65.45
Evening,Operating Systems,113.9,10,Wednesday,53.77
Evening,DSA,40.0,6,Sunday,51.0
Evening,Aptitude,28.7,3,Friday,65.11
Night,Python,63.2,3,Friday,49.12
Morning,Python,87.2,9,Monday,64.33
Afternoon,Machine Learning,35.0,5,Friday,47.96
Morning,Machine Learning,10.5,7,Monday,57.04
Afternoon,Operating Systems,47.7,5,Saturday,46.68
Night,Aptitude,116.6,6,Saturday,41.25
Night,Ai,86.4,8,Wednesday,36.57
Night,Python,54.1,8,Sunday,39.01
Night,Python,31.2,2,Saturday,43.72
Afternoon,Python,49.2,9,Sunday,59.19
Evening,Ai,28.7,10,Thursday,48.06
Afternoon,Python,21.7,6,Wednesday,49.4
Morning,DBMS,109.7,7,Thursday,57.35
Night,Aptitude,119.7,3,Thursday,48.45
Night,DSA,28.1,4,Monday,44.47
Morning,DSA,16.0,6,Sunday,52.79
Afternoon,Operating Systems,46.3,7,Thursday,55.77
Evening,DBMS,60.8,6,Sunday,47.04
Evening,Python,32.5,5,Wednesday,54.46
Morning,Python,43.2,2,Tuesday,56.44
Evening,Machine Learning,32.1,7,Saturday,54.96
Afternoon,Machine Learning,95.2,5,Monday,47.76
Afternoon,Operating Systems,88.4,9,Sunday,43.44
Morning,Python,79.8,4,Saturday,61.23
Afternoon,Operating Systems,52.6,10,Thursday,57.89
Night,DBMS,110.0,2,Thursday,33.71
Morning,DSA,116.6,7,Friday,62.08
Afternoon,Python,29.1,7,Sunday,57.67
Morning,Aptitude,34.5,1,Monday,67.77
Evening,Ai,67.8,5,Monday,53.75
Afternoon,DBMS,20.0,3,Wednesday,50.48
Night,Python,58.0,9,Tuesday,48.04
Afternoon,Ai,74.0,9,Wednesday,48.71
Morning,Aptitude,67.4,7,Wednesday,64.62
Morning,Machine Learning,46.4,9,Wednesday,49.97
Afternoon,Operating Systems,69.7,2,Tuesday,52.88
Night,Machine Learning,115.5,10,Wednesday,42.62
Night,DSA,32.7,8,Saturday,46.05
Night,Machine Learning,82.0,10,Monday,48.55
Morning,Python,14.8,10,Tuesday,62.55
Afternoon,Aptitude,17.3,10,Thursday,46.89
Evening,Machine Learning,70.7,1,Friday,58.19
Morning,Python,21.5,3,Friday,55.63
Night,DSA,12.5,8,Sunday,35.74
Afternoon,Ai,28.9,8,Saturday,46.62
Night,Aptitude,72.1,10,Monday,42.4
Evening,Machine Learning,87.4,8,Friday,51.92
Night,Operating Systems,32.3,7,Saturday,40.48
Night,Operating Systems,83.5,2,Saturday,41.87
Evening,Aptitude,30.1,3,Friday,62.44
Afternoon,Operating Systems,77.5,9,Friday,44.23
Morning,Machine Learning,55.3,2,Saturday,52.67
Afternoon,Machine Learning,81.9,7,Saturday,49.12
Evening,Aptitude,119.5,1,Thursday,55.18
Night,Machine Learning,113.2,3,Friday,38.15
Afternoon,Ai,10.5,1,Wednesday,49.56
Morning,Python,107.4,6,Saturday,51.46
Evening,DSA,17.3,4,Monday,59.16
Afternoon,Ai,114.8,1,Monday,50.59
Morning,Ai,41.0,5,Sunday,68.0
Evening,Operating Systems,52.0,4,Saturday,46.4
Morning,Python,20.1,10,Monday,58.68
Evening,Aptitude,22.4,10,Thursday,55.86
Night,Java,89.9,2,Sunday,48.59
Afternoon,Operating Systems,113.9,7,Thursday,47.57
Morning,Python,77.2,8,Saturday,55.48
Evening,Machine Learning,88.7,4,Sunday,50.38
Morning,Aptitude,93.8,9,Friday,56.64
Morning,Java,38.9,3,Wednesday,62.38
Afternoon,Aptitude,15.0,6,Friday,50.38
Night,Java,10.2,7,Monday,48.49
Morning,Java,48.6,7,Sunday,61.47
Evening,Operating Systems,36.6,6,Wednesday,56.83
Evening,Machine Learning,16.9,9,Monday,58.77
Night,Operating Systems,29.7,1,Wednesday,43.31
Evening,Java,23.7,9,Saturday,44.78
Night,Java,110.6,9,Tuesday,39.61
Evening,DBMS,25.4,4,Thursday,54.57
Afternoon,Python,69.1,5,Sunday,51.09
Morning,DBMS,75.2,3,Thursday,62.92
Afternoon,Python,69.8,7,Sunday,45.76
Morning,DSA,20.9,2,Saturday,60.33
Morning,Ai,45.1,8,Monday,48.4
Morning,Aptitude,15.6,9,Monday,57.26
Afternoon,Operating Systems,53.5,6,Tuesday,52.47
Morning,DSA,30.7,9,Friday,63.56
Afternoon,DSA,71.8,6,Sunday,49.79
Night,Aptitude,86.2,3,Wednesday,49.65
Evening,Aptitude,68.5,10,Saturday,52.87
Evening,Python,57.8,3,Tuesday,56.39
Morning,DBMS,52.6,2,Saturday,47.61
Afternoon,Machine Learning,102.6,5,Tuesday,46.79
Evening,Python,34.1,4,Monday,51.26
Afternoon,Machine Learning,90.8,6,Monday,51.08
Afternoon,DSA,93.3,5,Friday,42.16
Morning,Machine Learning,56.1,6,Sunday,54.22
Evening,DBMS,42.7,4,Sunday,46.05
Morning,Python,61.8,3,Saturday,58.94
Morning,Java,20.3,1,Saturday,56.34
Evening,Aptitude,15.1,5,Friday,46.23
Evening,Java,22.3,6,Monday,56.72
Night,DBMS,30.6,5,Thursday,43.58
Night,Ai,65.5,5,Friday,45.14
Afternoon,DBMS,103.4,6,Tuesday,47.92
Evening,Ai,35.9,4,Monday,51.42
Night,Python,112.9,4,Saturday,47.78
Afternoon,Aptitude,115.0,8,Saturday,52.16
Afternoon,DBMS,115.5,8,Wednesday,54.85
Afternoon,Java,102.1,3,Wednesday,43.16
Night,Ai,50.0,7,Thursday,51.94
Evening,Aptitude,18.0,5,Saturday,54.81
Morning,Operating Systems,72.6,5,Monday,66.25
Afternoon,Operating Systems,71.5,3,Saturday,53.16
Night,Operating Systems,103.5,2,Saturday,43.75
Night,Machine Learning,119.6,3,Tuesday,39.03
Morning,DBMS,65.9,7,Thursday,56.21
Morning,Python,48.0,3,Tuesday,58.6
Night,Java,30.4,2,Sunday,41.09
Evening,Python,10.5,4,Wednesday,52.06
Morning,Machine Learning,66.0,5,Tuesday,49.42
Night,Python,71.1,7,Wednesday,38.58
Morning,Ai,100.7,1,Sunday,56.83
Evening,Operating Systems,65.5,8,Friday,53.65
Afternoon,Java,110.8,10,Sunday,49.55
Morning,DBMS,79.1,3,Wednesday,59.1
Evening,Python,102.4,6,Saturday,59.76
Night,Python,26.3,4,Sunday,41.05
Morning,DSA,104.1,5,Wednesday,60.65
Morning,DSA,84.3,10,Sunday,58.76
Night,DSA,28.7,6,Saturday,41.27
Afternoon,DBMS,30.9,2,Thursday,55.07
Night,Operating Systems,111.9,3,Saturday,44.63
Morning,Aptitude,13.5,8,Sunday,61.03
Night,Operating Systems,60.9,8,Saturday,38.79
Evening,Java,44.5,1,Saturday,50.9
Night,Operating Systems,83.2,10,Thursday,34.07
Morning,DBMS,102.4,8,Monday,59.69
Night,Ai,49.6,2,Sunday,35.15
Afternoon,Ai,57.0,10,Monday,61.73
Night,DBMS,118.0,10,Sunday,43.51
Afternoon,DSA,96.2,8,Wednesday,47.01
Evening,Python,108.7,10,Friday,60.76
Afternoon,Machine Learning,58.3,5,Monday,41.05
Night,Machine Learning,35.7,1,Wednesday,40.53
Morning,Aptitude,55.3,8,Thursday,58.26
Afternoon,Python,88.8,5,Monday,55.22
Evening,Aptitude,22.0,1,Monday,50.11
Afternoon,DSA,39.8,4,Saturday,42.51
Afternoon,Aptitude,15.1,1,Sunday,47.56
Afternoon,Python,57.6,9,Saturday,52.16
Evening,Java,101.0,10,Wednesday,56.06
Night,Python,12.7,2,Saturday,39.47
Afternoon,Machine Learning,84.3,8,Wednesday,48.53
Afternoon,Ai,112.6,4,Tuesday,46.57
Morning,DSA,36.1,9,Sunday,51.29
Evening,Java,86.3,2,Tuesday,57.04
Afternoon,DBMS,117.3,3,Friday,52.73
Evening,Java,115.9,2,Sunday,51.93
Afternoon,Java,35.8,10,Monday,52.56
Night,Aptitude,21.0,5,Tuesday,48.85
Night,Machine Learning,26.3,1,Wednesday,30.76
Afternoon,Aptitude,87.2,3,Saturday,49.05
Night,Aptitude,89.8,1,Saturday,49.74
Afternoon,DBMS,84.2,10,Monday,48.58
Night,DSA,47.0,8,Sunday,48.69
Morning,Python,28.7,4,Tuesday,63.58
Morning,Operating Systems,73.9,3,Friday,60.4
Morning,Aptitude,63.2,8,Friday,61.33
Evening,Operating Systems,90.2,9,Friday,47.39
Evening,DSA,58.5,8,Friday,62.36
Morning,Operating Systems,47.3,6,Saturday,54.51
Evening,Aptitude,42.3,3,Saturday,46.01
Night,DBMS,33.3,8,Saturday,39.33
Afternoon,Operating Systems,39.2,5,Sunday,47.12
Afternoon,DSA,20.4,5,Wednesday,54.65
Afternoon,DSA,48.2,9,Friday,48.62
Morning,Ai,14.0,1,Thursday,58.39
Evening,Ai,30.5,7,Saturday,50.47
Night,DBMS,92.1,8,Friday,38.22
Night,Operating Systems,45.8,10,Tuesday,42.37
Morning,Operating Systems,83.5,3,Sunday,54.05
Night,Ai,88.9,8,Monday,46.25
Night,Python,73.9,1,Saturday,35.39
Night,Machine Learning,115.5,8,Saturday,37.79
Night,DSA,12.4,7,Tuesday,50.54
Evening,Python,91.3,4,Monday,59.1
Night,DSA,115.5,7,Wednesday,48.7
Afternoon,Java,104.8,10,Saturday,45.03
Morning,Java,28.5,7,Monday,68.33
Evening,Python,46.0,10,Thursday,60.98
Night,Java,29.0,1,Saturday,42.34
Evening,Ai,76.1,3,Friday,58.23
Night,Ai,88.3,7,Sunday,35.82
Afternoon,Machine Learning,44.9,5,Tuesday,41.72
Morning,Python,69.3,9,Monday,66.04
Night,DSA,86.0,7,Tuesday,49.67
Night,Operating Systems,56.3,3,Friday,40.4
Night,DSA,103.9,1,Wednesday,48.27
Night,Aptitude,94.9,5,Sunday,44.67
Morning,Ai,17.1,10,Friday,56.03
Morning,DBMS,78.3,5,Wednesday,55.03
Afternoon,DBMS,35.9,7,Tuesday,46.39
Morning,Ai,71.3,1,Wednesday,57.56
Night,Aptitude,115.3,10,Saturday,40.02
Afternoon,DBMS,106.7,2,Wednesday,42.04
Afternoon,Java,54.5,6,Wednesday,47.56
Afternoon,Ai,42.1,8,Saturday,48.59
Night,DBMS,35.8,4,Wednesday,48.31
Evening,Ai,68.6,3,Saturday,49.05
Night,Machine Learning,22.6,3,Saturday,47.47
Morning,Operating Systems,70.4,3,Sunday,57.1
Morning,Operating Systems,10.1,2,Wednesday,72.68
Night,DSA,45.6,1,Saturday,37.27
Night,Aptitude,34.2,5,Monday,46.81
Afternoon,Ai,116.8,10,Wednesday,49.56
Night,Python,90.0,5,Wednesday,43.66
Afternoon,DSA,48.5,5,Friday,53.31
Morning,DSA,20.2,4,Friday,62.81
Afternoon,Ai,66.8,3,Sunday,45.72
Night,Ai,33.5,3,Sunday,43.59
Morning,DSA,69.0,2,Sunday,57.3
Evening,DSA,101.9,5,Friday,52.69
Afternoon,Operating Systems,77.7,4,Wednesday,46.22
Morning,Python,79.7,6,Friday,61.99
Afternoon,Java,69.5,2,Monday,49.05
Morning,DSA,112.0,2,Tuesday,53.69
Morning,Java,112.5,8,Friday,63.29
Afternoon,Operating Systems,66.4,6,Saturday,47.22
Evening,DSA,43.6,3,Friday,53.32
Morning,DBMS,60.6,5,Monday,52.54
Morning,DSA,30.5,3,Saturday,57.59
Morning,Ai,80.0,2,Saturday,49.56
Evening,Aptitude,65.0,3,Saturday,52.71
Evening,Aptitude,21.4,1,Saturday,56.26
Night,DSA,31.7,7,Thursday,52.31
Afternoon,Machine Learning,62.8,6,Thursday,48.33
Evening,DBMS,107.6,5,Saturday,60.79
Afternoon,Python,72.3,6,Saturday,52.66
Night,DSA,85.0,8,Saturday,43.36
Afternoon,Java,47.3,3,Monday,55.58
Evening,Python,72.9,3,Friday,63.7
Afternoon,DBMS,59.2,5,Tuesday,54.12
Evening,DSA,82.5,5,Sunday,50.29
Afternoon,Machine Learning,15.6,1,Saturday,42.32
